verb,overall_occurrences,Levin_classes,simple_sel,pmw_count,number_withOUT_obj,objectless_sentences,percent_implicit_obj,sents_WITH_obj,most_common_objs,number_with_obj
knock,2.0,"throw(Verbs of Throwing),hit(Verbs of Contact by Impact),non-agentive impact(Verbs of Contact by Impact),",1.0,82,1.0,"[He has said , `` Behold , I stand at the door , and knock : if any man hear my voice , and open the door , I will come in to him , and will sup with him , and he with me '']",0.5,"[The chief , annoyed by these questions , knocks Voltaire down and shouts at him that he not only never went to any school , but never even learned how to read . 
]","voltaire(1),",1.0
transmute,1.0,"turn(Verbs of Creation and Transformation),",,41,1.0,"[Though they saw the old-style chemical rockets lift up from the field beyond B'dikkat's cabin , they did not make plans to hide among the frozen crop of transmuted flesh . 
]",1.0,[],,0.0
run,6.0,"preparing(Verbs of Creation and Transformation),",,246,5.0,"[Finally we got them out of the house , after the boy had run away four times looking for other Nazis , threatening to murder village schoolchildren and bragging that he was to be the next Fuhrer . 
, Instead , he whirled and ran to his house for a gun , forcing them to kill him , Cook reported . 
, yes , they had read about the case ; ; 
`` Finally , all I needed was to throw a little piece of red wood that looked like a firecracker and that dumb dog would run ki-yi-ing for his life '' . 
, He hung up with a bang , annoyed at himself for running off at the mouth like that but still terribly concerned with the situation he had helped to create . 
, I felt myself tremble , thinking of the diamond light of that beauty I had held a few moments before , and I wanted to run down there and halt , if I could , that frenetic pirouette , catch the boy in the moment of his savagery , and save a glimmer , a remnant , of that which I remembered , but I knew it was already too late . 
]",1.0,[],,0.0
submit,1.0,"contribute(Verbs of Change of Possession),",1.0,41,0.0,[],0.0,"[If we have not thought and made a decision entirely in these terms , then we need to submit ourselves to the following `` simple test '' :]","-PRON-(1),",1.0
line,2.0,"fill(Verbs of Putting),",,82,2.0,"[`` The county , though , seems more interested in those people who don't even try , those who sit and draw welfare checks and line up for surplus food '' . 
, His mother Bess , who could not write herself , reminded her husband through Sturley to buy the apron he had promised her and `` a suite of hattes for 5 boies the yongst lined & trimmed with silke '' ( for John , only a year old ) . 
]",1.0,[],,0.0
mature,1.0,"grow(Verbs of Creation and Transformation),other change-of-state(Verbs of Change of State),",,41,1.0,"[-- Engaging mature , experienced men to pioneer or open new churches in strategic population centers . 
]",1.0,[],,0.0
deprive,1.0,"cheat(Verbs of Removing),",1.0,41,0.0,[],0.0,"[This deprived him of liberty in Hong Kong , but he told Boats McCafferty that Hong Kong was a book he had read before , and the Navy would always bring him there again , some day . 
]","-PRON-(1),",1.0
draw,45.0,"remove(Verbs of Removing),push/pull(Verbs of Exerting Force: Push/Pull Verbs),scribble(Image Creation Verbs),performance(Verbs of Creation and Transformation),",0.136,1847,15.0,"[That is why it is so very important that ethical analysis keep clear the problem of decision as to `` permitted '' effects , and not draw back in fright from any conceivable contingency or suffer paralysis of action before possibilities or probabilities unrelated , or not directly morally related , to what we can and may and must do as long as human history endures . 
, Thus , the emperor could draw on sources not available to those with less puissant ancestors . 
, In the best tradition , he first taught himself to see , then to draw with accuracy and assurance , and then to paint . 
, rather his pictures invite the observer to draw on his memory , his imagination , his nostalgia . 
, As she had done with Means , she gained rapidly at first , but then Baldy began to draw away . 
, And like Jo March , who saw her sisters Meg and Amy involved in `` lovering '' before herself , Henrietta saw her sisters Rachel and Sadie drawn outside their family circle by the attraction of suitors , Rachel by Joe Jastrow , and Sadie by Max Lobl , a young businessman who would write her romantic descriptions of his trips by steamboat down the Mississippi . 
, For this purpose we now draw upon data from sociological and psychological studies of students in American colleges and universities , and particularly from the Cornell Values Studies . 
, In their very first collages , Braque and Picasso draw or paint over and on the affixed paper or cloth , so that certain of the principal features of their subjects as depicted seem to thrust out into real , bas-relief space -- or to be about to do so -- while the rest of the subject remains imbedded in , or flat upon , the surface . 
, And The Present and Time's Laughing Stocks , both published while Hardy was at work on The Dynasts , draw heavily on poems written before 1900 . 
, The poem does not distort the syntax of ordinary speech nor draw on exotic sources of diction , yet it is obviously not ordinary speech -- only Hardy would say `` a grin of bitterness swept thereby ; ; 
The details of the setting of `` Neutral Tones '' are not , strictly speaking , metaphorical , but they combine to create a mood which is appropriate both to a dismal winter day and to the end of love , and in this way love and weather , the emotions and the elements , symbolize each other in a way that is common to many of Hardy's best poems ( `` Weathers '' , `` The Darkling Thrush '' , and `` During Wind and Rain '' , for example ) and to some moving passages in the novels as well ( Far From The Madding Crowd is full of scenes constructed in this way ) . 
, By a wrenching effort , he managed to hunch and draw in , to take the final fall on his back and shoulders rather than his head . 
, Slowly he pulled out the hand throttle until the boat was moving at little more than a crawl , and watched Elaine rapidly spin from one station to another , tune in the null , then draw in a line on the chart . 
, `` In that case , let's not draw . 
, Now draw '' ! ! 
, This young slave was therefore quite unprepared when Delphine Lalaurie signaled that she wanted him to draw near . 
]",0.40540540540540543,"[`` The county , though , seems more interested in those people who don't even try , those who sit and draw welfare checks and line up for surplus food '' . 
, Yet we who lean upon such a man and draw strength from him and expect interpretation of the infinite through him -- we who readily accept his sacrifice as our due , we of the congregations are the first to tell him what is in our minds instead of listening to what is in his soul . 
, Anyone can draw his own conclusions from this difference . 
, His interpretation of the beginning on the basis of the end prompts him to draw these parallels between the Virgin Eve and the Virgin Mary . 
, Do not draw yarn too tight . 
, Have you audited your program recently to weed out those phases that draw least participation ? ? 
, I , frankly , can't draw a straight line . 
, If they were , Walter Lippmann would be writing the same columns as George Sokolsky , and Herb Lock would have nothing to draw cartoons about . 
, A sympathetic friend made poultices of raw potato parings , which she said was the best and quickest way to draw out the `` heat '' . 
, but at the same time it should not draw false inferences therefrom . 
, Otherwise , we go on endlessly trying to draw the line , color and other , as to which kind of man we wish to see dominate . 
, One serves society by conducting a business from which a certain number of employees draw their means of subsistence ; ; 
One cannot read the records of scientists , officials and travelers who have penetrated to the minds of the most savage races without realizing that each individual met with is a person . 
, It is difficult to draw the line between stereotype and the reality of the jazz musician . 
, It is interesting to note how many of the plants on Massachusetts' Route 128 draw most of their income either from the government in non-competitive cost-plus arrangements , or from the exploitation of patents which grant at least a partial monopoly . 
, Old Mr. Pocket's frantic response to life imprisonment with a useless , social-climbing wife is to `` put his two hands into his disturbed hair '' and `` make an extraordinary effort to lift himself up by it '' , whereas Joe Gargery endures the shrewish onslaughts of Mrs. Joe by apologetically drawing `` the back of his hand across and across his nose '' . 
, He went into the Jewish quarter , wanting to draw Hebraic faces so that he could reach a visual understanding of how Christ might have looked . 
, She tried to find some way to draw him out , to help him . 
, If you draw the short straw I'll lend you some bread , like fifty bucks , before I take off to visit my sister in Frisco . 
, That ought to draw a laugh , Nicolas reasoned , as he stored the line away on the wax tape that was his mind . 
, And indeed , his postcard did draw from Walter a letter recommending his friend , the poet Nicolas Manas , to his friend Meredith Wilder . 
, To have her underclothes linked with his on the floor would draw her visibly into a struggle both bitter and absurd . 
, I merely draw an etymological distinction , hoping that specialists and busy people like you will welcome such precision in a layman . 
]","line(3),-PRON-(2),yarn(1),strength(1),straw(1),participation(1),parallel(1),most(1),mean(1),letter(1),laugh(1),inference(1),heat(1),face(1),distinction(1),conclusion(1),check(1),cartoon(1),back(1),",22.0
scrub,2.0,"wipe(Verbs of Removing),",0.5,82,0.0,[],0.0,"[She had to clean the glass on the display cases in the butcher shop , help her brother scrub the cutting tables with wire brushes , mop the floors , put down new sawdust on the floors and help check the outgoing orders . 
, Would he have to clean up after her every day , clean the kitchen , the bathroom , and get down on his knees and scrub the kitchen floor , then hang up her dresses , pick up her stockings , make the bed while she lay around ? ? 
]","table(1),floor(1),",2.0
lend,1.0,"give(Verbs of Change of Possession),",1.0,41,0.0,[],0.0,"[If you draw the short straw I'll lend you some bread , like fifty bucks , before I take off to visit my sister in Frisco . 
]","bread(1),",1.0
drag,1.0,"carry(Verbs of Sending and Carrying),search(Verbs of Searching),",,41,1.0,"[The two little bangs meant that he was getting impatient to have a crowd of customers waited on and that if he had to he would jerk open the door and drag out , by the opposite door handle which she would be clutching , whichever-the-hell clerk it was who thought she could waste so much store time on the pot . 
]",1.0,[],,0.0
wrinkle,1.0,"bend(Verbs of Change of State),",,41,1.0,"[`` If I catch you one more time down here without stockings '' -- 
Then he looked at his finger , at the wrinkled , heavy knuckle and the thick nail he used like a knife to pry up , slit , and open . 
]",1.0,[],,0.0
soften,1.0,"other change-of-state(Verbs of Change of State),",1.0,41,0.0,[],0.0,"[`` In addition to the usual tools , I make constant use of cleansing tissue , not only to wipe my brushes , but to mop up certain areas , to soften edges , and to open up lights in dark washes . 
]","edge(1),",1.0
compose,1.0,"create(Verbs of Creation and Transformation),performance(Verbs of Creation and Transformation),",,41,1.0,"[The second agreement permits the authority to sell a 520-acre tract west of Stage 1 Residential to Philadelphia Builders Eastwick Corp. , a firm composed of 10 Philadelphia area builders , which is interested in developing part of the project . 
]",1.0,[],,0.0
send,5.0,"send(Verbs of Sending and Carrying),",,205,2.0,"[When he was in the war , he was in Law or Supplies or something like that , and an old buddy of his told me he would come down on Sundays to the Pentagon and read the citations for medals -- just like the one we sent in for Trig -- and go away with a real glow . 
, `` I suppose '' , he muttered , `` I can sell the outfit for enough to send you home to your folks , once we find a settlement '' . 
]",1.0,[],,0.0
wipe,1.0,"funnel(Verbs of Putting),wipe(Verbs of Removing),",1.0,41,0.0,[],0.0,"[`` In addition to the usual tools , I make constant use of cleansing tissue , not only to wipe my brushes , but to mop up certain areas , to soften edges , and to open up lights in dark washes . 
]","brush(1),",1.0
try,23.0,"amuse(Psych-Verbs),",0.5,944,19.0,"[He called the Cuban tractor plan an outright blackmail action , and noted that in war `` you can't buy yourself out and that's what we're trying to do '' . 
, `` The county , though , seems more interested in those people who don't even try , those who sit and draw welfare checks and line up for surplus food '' . 
, It may be , of course , that Mr. Louis is consciously trying to create works that anticipate an age of total automation . 
, But slowly they take over as Alain Delon ( Life , Sept. 15 ) , playing a sometimes appealing but always criminal boy , casually tells a rich and foot-loose American that he is going to murder him , then does it even while the American is trying to puzzle out how Delon expects to profit from the act . 
, He recalled that in California after a critic had attacked him for `` still trying to sell Bruckner to the Americans '' , the public's response at the next concert was a standing ovation . 
, Otherwise , we go on endlessly trying to draw the line , color and other , as to which kind of man we wish to see dominate . 
, General manager Pels even suggested that it might be wise to keep the Mexicans in suspense rather than accept their offers to sell out and move away , and try to have a few punished . 
, For it was Rameau's type of music that he had been trying to write , and that he couldn't write . 
, She tried to find some way to draw him out , to help him . 
, He tried to order the words of the three Union officers , seeking to create some coherent portrait of the dead boy . 
, Tracking down Mrs. Calhoun was like trying to catch up with Paul Revere between Lexington and Concord . 
, Far long ago , some other prisoner than one of these had tried to write a letter . 
, She came down against him , and he tried to break her fall . 
, He slumped against a log fence rail , then tried to lift himself . 
, I saw a gray-haired man getting out of his halted car and trying to read our license number . 
, There was a letter to write to her mother , and she tried to make its tone cheerful . 
, They sit alone in their rooms and try to paint , and only succeed in isolating themselves still farther from life . 
, `` You seem to have read so much , you have a natural gift for words '' , he added , trying to flatter her vanity . 
, They tried to sell 'em on economy and simple merit . 
]",0.9047619047619048,"[This would seem to indicate that we are trying neither `` to halt an influx of migrants '' nor are we `` setting up such standards for development that only the well-to-do could afford to buy land and build in the new sites '' . 
, If you ever try anything without my orders I'll kill you '' . 
]","neither(1),anything(1),",2.0
jump,2.0,"calibratable change-of-state(Verbs of Change of State),",,82,1.0,"[He jumped to his feet and started to throw punches . 
]",1.0,[],,0.0
sing,3.0,"performance(Verbs of Creation and Transformation),",0.5,123,1.0,"[Therefore to Helva , the problem that she couldn't open her mouth to sing , among other restrictions , did not bother her . 
]",0.3333333333333333,"[He was also at the same time gaining practical experience as a safe breaker and highwayman , and learning how to shoot to kill from a Neanderthal convicted murderer named Gene Geary , later committed to Chester Asylum as a homicidal maniac , but whose eyes misted with tears when the young Dion sang a ballad about an Irish mother in his clear and syrupy tenor . 
, Above , in the tiled prosceniums of the alcoves , boys sing the ghazals of Hafiz and Saadi , while at the very bottom , in the vaults , the toughs and blades of the city hoot and bang their drums , drink arak , play dice , and dance . 
]","ghazal(1),ballad(1),",2.0
engage,6.0,"amuse(Psych-Verbs),",1.0,246,3.0,"[Why did they engage in a flood of mea culpas , throw a few scapegoats to the dogs and promise to be good boys thereafter , expressing their complete confidence in the laws '' ? ? 
, No corporation engaged in commerce shall acquire , directly or indirectly , the whole or any part of the stock or other share capital of another corporation engaged also in commerce , where the effect of such acquisition may be to substantially lessen competition between the corporation whose stock is so acquired and the corporation making the acquisition , or to restrain such commerce in any section or community , or tend to create a monopoly of any line of commerce . 
, No corporation engaged in commerce shall acquire , directly or indirectly , the whole or any part of the stock or other share capital of another corporation engaged also in commerce , where the effect of such acquisition may be to substantially lessen competition between the corporation whose stock is so acquired and the corporation making the acquisition , or to restrain such commerce in any section or community , or tend to create a monopoly of any line of commerce . 
]",0.75,"[-- Engaging mature , experienced men to pioneer or open new churches in strategic population centers . 
]","mature(1),",1.0
receive,3.0,"obtain(Verbs of Change of Possession),",0.5,123,1.0,"[John's thoughts raced painfully into the past as he read the letter he had just received from his sister Mary . 
]",0.3333333333333333,"[Would not the children , if they received all their food on the first day of the month , eat it up immediately , and later go hungry ? ? 
, After he had been away from home about a year he wrote : `` ( dear Wife ) if I did not write and receive letters from you]","letter(1),food(1),",2.0
climb,1.0,"calibratable change-of-state(Verbs of Change of State),inherently directed motion(Verbs of Motion),",,41,1.0,"[His first thought was that Mrs. Kirby , in her mania for color , had dyed a cat and that cat had somehow managed to open the refrigerator door and climb in ; ; 
He scrawled ``]",1.0,[],,0.0
pitch,1.0,"butter(Verbs of Putting),throw(Verbs of Throwing),",,41,1.0,"[The opinion continues here that with a 162-game schedule , pitching spread thin through a 10-team league and a most inviting target in Los Angeles' Wrigley Field Jr. , Mantle just might break the most glamorous record on the books , Babe Ruth's 60 homers of 1927 . 
]",1.0,[],,0.0
win,2.0,"get(Verbs of Change of Possession),",1.0,82,1.0,"[Too often a beginning bodybuilder has to do his training secretly either because his parents don't want sonny-boy to `` lift all those old barbell things '' because `` you'll stunt your growth '' or because childish taunts from his schoolmates , like `` Hey lookit Mr. America ; ; 
Undoubtedly you have read the case histories of some of his prize-winning pupils ( every pupil has a physique title of some kind or other ) . 
]",0.5,"[Instantaneously he would have won an immeasurable moral victory , for if she picked up , say , a pair of her panties , she might just as well lift his shorts lying alongside -- the expenditure of energy was almost the same . 
]","victory(1),",1.0
duck,1.0,"avoid(Avoid Verbs),",1.0,41,0.0,[],0.0,"[He returned to New York to work for The New Yorker , to edit a Western pulp , to `` duck the war in the OWI '' , to write publicity for Paramount Pictures and commentary for a newsreel , then he began his career as critic for various magazines . 
]","war(1),",1.0
snap,1.0,"break(Verbs of Change of State),",,41,1.0,"[I could eat a rider off his horse & snap at the stirups '' . 
]",1.0,[],,0.0
annoy,2.0,"amuse(Psych-Verbs),",,82,2.0,"[The chief , annoyed by these questions , knocks Voltaire down and shouts at him that he not only never went to any school , but never even learned how to read . 
, He hung up with a bang , annoyed at himself for running off at the mouth like that but still terribly concerned with the situation he had helped to create . 
]",1.0,[],,0.0
move,13.0,"slide(Verbs of Sending and Carrying),amuse(Psych-Verbs),",,533,11.0,"[Gov. Dalton's New Commerce and Industry Commission is moving to create a nine-state regional group in a collective effort to attract new industry . 
, The brush moves up and down and is small enough to clean every dental surface , including the back of the teeth . 
, the athlete of by-gone years who wears a size 46 suit and puffs when he has finished a sentence of any length then , it is time to break it up and move on . 
, These balls are moving in great circles and ellipses , and are of course , the electrons , the particles of negative electricity which by their action create the forces that tie this atom of calcium to the neighboring atoms of oxygen and make up the solid structure of my finger bone . 
, As these Swiss were moving from the Selkirk settlement to become the first civilian residents of Minnesota , Dousman of Michilimackinac , Michigan , and Prairie Du Chien was traveling to Red River to open a trade in merchandise . 
, General manager Pels even suggested that it might be wise to keep the Mexicans in suspense rather than accept their offers to sell out and move away , and try to have a few punished . 
, The poem does not distort the syntax of ordinary speech nor draw on exotic sources of diction , yet it is obviously not ordinary speech -- only Hardy would say `` a grin of bitterness swept thereby ; ; 
The details of the setting of `` Neutral Tones '' are not , strictly speaking , metaphorical , but they combine to create a mood which is appropriate both to a dismal winter day and to the end of love , and in this way love and weather , the emotions and the elements , symbolize each other in a way that is common to many of Hardy's best poems ( `` Weathers '' , `` The Darkling Thrush '' , and `` During Wind and Rain '' , for example ) and to some moving passages in the novels as well ( Far From The Madding Crowd is full of scenes constructed in this way ) . 
, Since the 7070 and 7074 make use of record definition words ( RDWS ) to read , write , move , and otherwise examine blocks of storage , the DA and DC statements provide the option of generating RDWS automatically . 
, Slowly he pulled out the hand throttle until the boat was moving at little more than a crawl , and watched Elaine rapidly spin from one station to another , tune in the null , then draw in a line on the chart . 
, Gavin's lips moved so that Clayton had to stoop to catch the words . 
, And then it moved a little more , and I knew the snake was dying , and I would have to kill it there . 
]",1.0,[],,0.0
disarm,1.0,"cheat(Verbs of Removing),amuse(Psych-Verbs),",1.0,41,0.0,[],0.0,"[No need to kill an entire city and all its people because we lacked the precision and reconnaissance to selectively disarm the enemy's military force . 
]","force(1),",1.0
choose,4.0,"get(Verbs of Change of Possession),",,164,2.0,"[These students , although they might read various articles in popular magazines , more often chose to report on articles found in the journals . 
, By odd coincidence , on the evening of her return Shelley chose to read Parisina , which was the latest of the titled poet's successes . 
]",1.0,[],,0.0
demoralize,1.0,"amuse(Psych-Verbs),",1.0,41,0.0,[],0.0,"[and again , that `` the object of non-violent resistance is partly analogous to this object of war -- namely , to demoralize the opponent , to break his will , to destroy his confidence , enthusiasm , and hope . 
]","opponent(1),",1.0
shut,2.0,"other change-of-state(Verbs of Change of State),",,82,1.0,"[Look Jed , this is an open and shut case and I have to relieve my men at the road block soon . 
]",1.0,[],,0.0
keep,14.0,"get(Verbs of Change of Possession),keep(Hold and Keep Verbs),",0.2,574,4.0,"[`` Leading Nations of the West and of the East keep busy making newer nuclear weapons to defend themselves in the event the constantly threatening nuclear war should break out . 
, When he needs money to buy something like , say , the Rolls-Royce he keeps near his vegetable patch , he takes a flyer in the sale of surplus army supplies . 
, When surplus land is not expensive to buy or to keep up , it is usually better to buy it than to buy so small an acreage that the development of adjoining properties might impair the residential value of the farm . 
, I kept saying , `` If I could just build up a reputation for myself , make some real money , get to be well known as an illustrator -- like Peter Askington , for instance -- then I could take some time off and paint '' . 
]",0.2857142857142857,"[That is why it is so very important that ethical analysis keep clear the problem of decision as to `` permitted '' effects , and not draw back in fright from any conceivable contingency or suffer paralysis of action before possibilities or probabilities unrelated , or not directly morally related , to what we can and may and must do as long as human history endures . 
, If the house you plan to buy or build won't have big overhangs , you can still do a fair job of keeping the sun off walls and windows with properly designed trellises , fences and awnings . 
, Masu also uses the training she got in an American home where she learned to polish furniture , clean corners , and work effectively in keeping a shiny house . 
, To break the monotony it may be necessary to invent tasks that will keep the family busy . 
, A good formulation will keep the clothes clean and white after many washings ; ; 
An important operational procedure in BW for an enemy would be to create an areosol or cloud of agent over the target area . 
, General manager Pels even suggested that it might be wise to keep the Mexicans in suspense rather than accept their offers to sell out and move away , and try to have a few punished . 
, She was personally sloppy , and when she had colds would blow her nose in the same handkerchief all day and keep it , soaking wet , dangling from her waist , and when she gardened she would eat dinner with dirt on her calves . 
, Once inside , keep your eyes open '' ! ! 
, It was simply his necessity to confess which had made him write and keep this thing . 
, `` Keep your eyes open , sonny '' ! ! 
]","eye(2),thing(1),sun(1),problem(1),mexicans(1),house(1),family(1),clothe(1),-PRON-(1),",10.0
confuse,2.0,"amuse(Psych-Verbs),",1.0,82,0.0,[],0.0,"[This meant , concretely , that the patient could not read at all without making writing-like movements of the head or body , became easily confused by `` hasher marks '' inserted between hand-written words and thus confused the mark for one of the letters , and could recognize a simple straight line or a curved one only by tracing it . 
, This meant , concretely , that the patient could not read at all without making writing-like movements of the head or body , became easily confused by `` hasher marks '' inserted between hand-written words and thus confused the mark for one of the letters , and could recognize a simple straight line or a curved one only by tracing it . 
]","mark(2),",2.0
accompany,2.0,"accompany(Verbs of Motion),",,82,1.0,"[Then , at last , his day would fall into an ordered pattern and he would be free to read , or garden or just wander through the woods in the late afternoon , accompanied by his dogs . 
]",1.0,[],,0.0
acquire,2.0,"obtain(Verbs of Change of Possession),learn(Learn Verbs),",,82,2.0,"[No corporation engaged in commerce shall acquire , directly or indirectly , the whole or any part of the stock or other share capital of another corporation engaged also in commerce , where the effect of such acquisition may be to substantially lessen competition between the corporation whose stock is so acquired and the corporation making the acquisition , or to restrain such commerce in any section or community , or tend to create a monopoly of any line of commerce . 
, No corporation engaged in commerce shall acquire , directly or indirectly , the whole or any part of the stock or other share capital of another corporation engaged also in commerce , where the effect of such acquisition may be to substantially lessen competition between the corporation whose stock is so acquired and the corporation making the acquisition , or to restrain such commerce in any section or community , or tend to create a monopoly of any line of commerce . 
]",1.0,[],,0.0
bother,1.0,"amuse(Psych-Verbs),marvel(Psych-Verbs),",1.0,41,0.0,[],0.0,"[Therefore to Helva , the problem that she couldn't open her mouth to sing , among other restrictions , did not bother her . 
]","-PRON-(1),",1.0
see,25.0,"see(Verbs of Perception),",0.333,1026,13.0,"[Mrs. Marr also has a number of parolees to `` mother '' , watching to see that they do not break their parole and that they also learn to readjust to society . 
, In the best tradition , he first taught himself to see , then to draw with accuracy and assurance , and then to paint . 
, The lioness quickly changed front , when she saw she couldn't catch Means , and made for Jones . 
, It will be painful , but interesting , to see what kind of a god these people will create or what strong convictions they will develop . 
, It was Giselle , the fille de chambre , come to clean the room , and while she stood before him with ears pricked up and regard all curiosity , explaining her errand , Alex could see from the corner of his eye the doctor doing all he could to calm the displeased bird . 
, A couple decks for me , Mr. Skyros -- and ten-twelve to sell , see , I like to have a little ready cash '' . 
, But he was looking forward to snow -- seeing for himself that each tiny crystal of the water of life was a unique individual , as he had read -- walking barefoot , rolling in it . 
, Though they saw the old-style chemical rockets lift up from the field beyond B'dikkat's cabin , they did not make plans to hide among the frozen crop of transmuted flesh . 
, He told himself he had never seen two people eat so much . 
, I could see their faces glistening with sweat and bear grease , their mouths open , shouting their spine-chilling cries . 
, I saw a gray-haired man getting out of his halted car and trying to read our license number . 
, Or you could hope the parachute wouldn't open just so you could say you saw it not open , not because you meant any harm to Starkey Poe in his suit of red underwear , but mainly because you were tired of being an old maid -- a thing which cannot admit when it thinks it might be pregnant , but must stand the dizzy feeling all alone and go on like everything is all right instead of being able to say to somebody in a normal voice :, Half slyly he enjoyed seeing her stoop to lift the things . 
]",0.5909090909090909,"[The only chance of renovation is to open our eyes and see the mess . 
, Otherwise , we go on endlessly trying to draw the line , color and other , as to which kind of man we wish to see dominate . 
, And like Jo March , who saw her sisters Meg and Amy involved in `` lovering '' before herself , Henrietta saw her sisters Rachel and Sadie drawn outside their family circle by the attraction of suitors , Rachel by Joe Jastrow , and Sadie by Max Lobl , a young businessman who would write her romantic descriptions of his trips by steamboat down the Mississippi . 
, And like Jo March , who saw her sisters Meg and Amy involved in `` lovering '' before herself , Henrietta saw her sisters Rachel and Sadie drawn outside their family circle by the attraction of suitors , Rachel by Joe Jastrow , and Sadie by Max Lobl , a young businessman who would write her romantic descriptions of his trips by steamboat down the Mississippi . 
, Once covertly looking at Simms Purdew , the only man in the world whom he hated , he had seen the heavy , slack , bestubbled jaw open and close to emit the cruel , obscene banter , and had seen the pale-blue eyes go watery with whisky and merriment , and suddenly he was not seeing the face of that vile creature . 
, Once covertly looking at Simms Purdew , the only man in the world whom he hated , he had seen the heavy , slack , bestubbled jaw open and close to emit the cruel , obscene banter , and had seen the pale-blue eyes go watery with whisky and merriment , and suddenly he was not seeing the face of that vile creature . 
, Once covertly looking at Simms Purdew , the only man in the world whom he hated , he had seen the heavy , slack , bestubbled jaw open and close to emit the cruel , obscene banter , and had seen the pale-blue eyes go watery with whisky and merriment , and suddenly he was not seeing the face of that vile creature . 
, Let him chafe with impatience to see Charles , rip open the note with trembling hands and read the formal report in Hillman's beautiful , schoolmaster's hand . 
, I can see it from this window where I write . 
]","face(3),meg(2),mess(1),dominate(1),charles(1),-PRON-(1),",9.0
soak,1.0,"fill(Verbs of Putting),wipe(Verbs of Removing),other change-of-state(Verbs of Change of State),",1.0,41,0.0,[],0.0,"[She was personally sloppy , and when she had colds would blow her nose in the same handkerchief all day and keep it , soaking wet , dangling from her waist , and when she gardened she would eat dinner with dirt on her calves . 
]","wet(1),",1.0
procure,1.0,"get(Verbs of Change of Possession),",1.0,41,0.0,[],0.0,"[It was not very reasonable to believe that Lucien had procured unprocurable opium and come back to Honotassa with a formed plan to murder her . 
]","opium(1),",1.0
gather,1.0,"get(Verbs of Change of Possession),",1.0,41,0.0,[],0.0,"[-- `` The present recovery movement will gather steady momentum to lift the economy to a new historic peak by this autumn '' , Beryl W. Sprinkel , economist of Harris Trust & Savings Bank , Chicago , predicted at the closing session here Tuesday of Investment Bankers Assn. , California group , conference . 
]","momentum(1),",1.0
bring,8.0,"bring/take(Verbs of Sending and Carrying),",0.167,328,1.0,"[and by their demanding tend to create resources of men's minds and hearts which problems with easy answers do not bring forth . 
]",0.14285714285714285,"[They tasted good to him , so he brought some to breakfast to eat in his cereal bowl with milk and honey . 
, While fifty years before , Albert Goodwill Spalding , secretary of the Chicago Ball Club of the National League , could write earnestly to the manager of the Buffalo club and request a guarantee of one hundred dollars for a baseball game in August , in this Golden Era a game at the Yankee Stadium might bring in nearly a hundred thousand dollars at the gate . 
, Lewis told him what clothes he should bring along , and enjoined him not to buy anything that he did not already own , they would do that in New York . 
, I would hope that we could create the recognition in the Department and overseas that those who come across little things going wrong have the responsibility for bringing these to the attention of those who can do something about them . 
, I'd brought along the virgin pint from last night , but we were going to kill that only when we were through talking . 
, This deprived him of liberty in Hong Kong , but he told Boats McCafferty that Hong Kong was a book he had read before , and the Navy would always bring him there again , some day . 
]","these(1),some(1),pint(1),dollar(1),clothe(1),-PRON-(1),",6.0
beat,1.0,"hit(Verbs of Contact by Impact),knead(Verbs of Creation and Transformation),sound emission(Verbs of Emission),",1.0,41,0.0,[],0.0,"[And every sound that might be the rain also might be the man who thinks after he has raped you he has to beat your brains out with a tire tool so you won't tell , a combination like ham and eggs , rape her and kill her , and that is being an old maid too . 
]","combination(1),",1.0
conduct,1.0,"accompany(Verbs of Motion),",1.0,41,0.0,[],0.0,"[One serves society by conducting a business from which a certain number of employees draw their means of subsistence ; ; 
One cannot read the records of scientists , officials and travelers who have penetrated to the minds of the most savage races without realizing that each individual met with is a person . 
]","business(1),",1.0
view,1.0,"sight(Verbs of Perception),",1.0,41,0.0,[],0.0,"[Apparently he does not intend that those who read or view this play should think of the devil as being actually real . 
]","play(1),",1.0
frame,1.0,"fill(Verbs of Putting),butter(Verbs of Putting),",,41,1.0,"[All framing in Hotei is one-inch mahogany which , in the dressed state you buy it , is about the 13/16-inch thickness specified in the drawings . 
]",1.0,[],,0.0
shake,1.0,"funnel(Verbs of Putting),knead(Verbs of Creation and Transformation),amuse(Psych-Verbs),",1.0,41,0.0,[],0.0,"[She could not count the times Herman had rapped on the door , just a couple of bangs that shook the whole damned closet and might , someday , break away the pipe connections from the wall . 
]","closet(1),",1.0
wire,1.0,"drive(Verbs of Sending and Carrying),",,41,1.0,"[To create such a lamp , order a wired pedestal from any lamp shop . 
]",1.0,[],,0.0
lug,3.0,"carry(Verbs of Sending and Carrying),",1.0,123,0.0,[],0.0,"[A few months ago it was a fairly typical landlord who in the dead of night lugged me up a mountainside to drink from a spring famous in the neighborhood for its clarity and flavor . 
]","-PRON-(1),",1.0
waste,2.0,"destroy(Destroy Verbs),",0.5,82,0.0,[],0.0,"[`` And in the future , since I write for a public of one , I can save the poor publishers from wasting their money '' . 
, The two little bangs meant that he was getting impatient to have a crowd of customers waited on and that if he had to he would jerk open the door and drag out , by the opposite door handle which she would be clutching , whichever-the-hell clerk it was who thought she could waste so much store time on the pot . 
]","time(1),money(1),",2.0
